Text,labels,Tokens_used
"free palestine,","Brand_labels: [""social impact""]
Emotion_labels: []",546
"ship rafah bet bisan would love,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",553
"shame bisan cant yawn itll well keep saying free,","Brand_labels: [""social impact""]
Emotion_labels: [""disappointed""]",558
"congrats ones 3 pair pack walmart,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",554
"shes starting early,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",548
"free dior bag um gon na casually baby pick bag,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",556
"girl already taking bag sales rep like sir thats mine,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",555
"mean n parents arent serious yah adopt,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",554
"best representation phrase start young,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"soon heard art deco knew would want one,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",553
"everyones saying cartier vintage tiffany dream ring simple timeless perfect,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: [""love""]",563
"tiffany cartier bulky class ring vibes,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",552
"tiffany ring simple classic,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: [""love""]",555
"cartier ring everything,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"art deco rings fave cartier dreammmm,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",555
"art deco cartier day stolen heart,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",553
"art deco one hands,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",548
"dream high lang lodi believe u33,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",555
"really like fitssss,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"dont pay attention say focus goal keep,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",554
"yeahhh youre true model bruhh haters blessings claim,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",558
"inspired brother,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""inspired""]",550
"instagram kielthegreat28,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""great""]",553
"god shes iconic,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",550
"shes bae,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",550
"marry cartier hes keeper yayyyyy,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",555
"wow eat soup celeriac leek beet radish karot potatoes pumpkins salt meat pût many water good health,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",590
"problem choosing colors idk want pink blue grey,","Brand_labels: [""product quality""]
Emotion_labels: []",551
"shoes comfortable,","Brand_labels: [""product quality""]
Emotion_labels: []",545
"sizing work girl like true size recommend,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",552
"want xv shoes,","Brand_labels: [""product quality""]
Emotion_labels: []",545
"chocolate_fork please please please,","Brand_labels: [""customer service""]
Emotion_labels: [""excited""]",552
"whats last one,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: []",568
"u buy first ones,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"one lip glow love heart,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"oh rich,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",546
"sarfilmz power would hold,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"unicorn _gwal phariss bby,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",575
"mans negotiation tactics tad aggressive compared buckley,","Brand_labels: [""customer service""]
Emotion_labels: [""horrible""]",553
"bros definitely coffee,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"like smiles whole time beats,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"think recorded safety,","Brand_labels: [""social impact""]
Emotion_labels: []",545
"invested outcomes,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",550
"really want van cleef bracelet matching necklace,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",553
"anyone know bracelet capital h good like high end got grandma fror christmas thought nothing,","Brand_labels: [""product quality""]
Emotion_labels: [""good""]",561
"71000 cartier trinity bracelet,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: []",555
"looks cheap though hard pass,","Brand_labels: [""product quality""]
Emotion_labels: [""bad""]",549
"daughter similar bracelet 25 cents vending machine,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",553
"video proof people buy anything,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",552
"yall buying craft store string cartier,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: [""disappointed""]",559
"price little thing im gon na changing string everyday make money back,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",557
"cant believe cartier love bracelet used reasonable price expensive reason cartier,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: [""disappointed""]",564
"sell inexpensive counterfeit,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: [""horrible""]",554
"id anything cartier bracelet,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"ok 50k bracelet kinda expensive tho,","Brand_labels: [""product quality""]
Emotion_labels: []",550
"got matching ones mom dad,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"lol get money worth,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"courty_qualls may 18th,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",552
"meeee fun plane landed home bc evil eye strong,","Brand_labels: [""customer service""]
Emotion_labels: [""horrible""]",555
"get new clothes vaca specifically insta pics,","Brand_labels: [""product quality""]
Emotion_labels: []",551
"want high fashion,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"back shows theatre high art,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"drowned ugly fashion 00s trying bring back,","Brand_labels: [""product quality""]
Emotion_labels: [""horrible""]",555
"miss humans dressed like life painting looking weirdest expensive way,","Brand_labels: [""product quality""]
Emotion_labels: [""horrible""]",556
"wow classics era real beauty,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"feel sorry models terrible way need get unnaturally skinny,","Brand_labels: [""ethical practices""]
Emotion_labels: [""terrible""]",555
"gon na lie might best pants ive ever seen actually,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",554
"wait hes cute,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",549
"incredible,","Brand_labels: [""product quality""]
Emotion_labels: [""amazing""]",547
"like sorry main character vibes,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"garage let put background drums,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",614
"realization different level best really funny person chris like hilarious,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",558
"also know tae going paris mens show guest,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",553
"outsold models world,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",548
"streaming left right charlie puth feat jungkook,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",557
"course tae model look looks pleasant cant explain beauty fits model,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",556
"swagglock es god,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"music produced,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",546
"clap bend b,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",612
"lollypop top,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"freewesos,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""disappointed""]",571
"unpopular opinion thought absolute bop 6 well,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",554
"accuracy song never leave,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"commenting stay celine dion tik tok,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",553
"wildly accurate motown ish called old ppl music kid,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",556
"mom sang hearts car 90s little love celine,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",557
"mom backyard trolls portable cassette player really understanding words,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",554
"wished mom celine dad instead,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",551
"someone look like thiss,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"fell love w,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",569
"lisa looks comfortable,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"lisa always made sure bogum never left whole event,","Brand_labels: [""customer service""]
Emotion_labels: []",553
"im glad lisas since shes approachable much willing guide,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",556
"even v shes super nice see trying make things awkward,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",555
"knew didnt love nothing sweetest girl ever,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",555
"thats baby lisa humble good person everlove lisa,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",558
"shipping vid im sure two good friends,","Brand_labels: [""customer service""]
Emotion_labels: []",549
"rich mommy lisa,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",548
"short nooo,","Brand_labels: [""customer service""]
Emotion_labels: [""horrible""]",548
"instagram priscyescoto,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",614
"margoth roman528,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",571
